event_type,timestamp,user_id,post_id,story_id,reel_id,ad_id,content_type,category,sub_category,author_id,engagement_time,session_duration,like_duration,view_duration,view_percentage,source,placement,destination,campaign_id,impression_id,creative_type,reason_category,share_type,platform,recipient_count,collection_id,sound_on,position,completion_type,comment_id,comment_type,reply_to_comment_id,text_length,mentioned_users
story_view,2025-02-08T13:55:00Z,550e8400-e29b-41d4-a716-446655440000,,story_369,,,video,Beauty,Skincare,creator_25,2,,,8,70,explore,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T13:56:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_680,video,Outdoor,Cycling,creator_34,2,,,,,profile,story,profile,camp_10,imp_680,brand_story,,,,,,,,,,,,,
story_view,2025-02-08T13:59:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_248,,,video,Outdoor,Cycling,creator_44,9,,,3,85,search,,,,,,,,,,,true,,,,,,,
story_view,2025-02-08T13:59:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_549,,,video,Food,Healthy,creator_19,3,,,14,58,profile,,,,,,,,,,,true,,,,,,,
like_post,2025-02-08T14:00:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_218,,,,carousel,Beauty,Haircare,creator_71,5,,,,,feed,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T14:02:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,,photo,Movie,Comedy,creator_12,6,158,,,,search,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T14:03:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_887,,,,carousel,Adventure,Climbing,creator_22,3,,,,,search,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T14:06:00Z,550e8400-e29b-41d4-a716-446655440000,post_156,,,,carousel,Sports,Cricket,creator_2,5,,3337,,,profile,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T14:06:00Z,550e8400-e29b-41d4-a716-446655440000,post_902,,,,carousel,Adventure,Climbing,creator_67,3,,2088,,,search,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T14:07:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_83,,,,carousel,Movie,Comedy,creator_57,5,,6192,,,search,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T14:07:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_321,,,,video,Food,Desserts,creator_89,5,,5492,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T14:09:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_468,,,,carousel,Outdoor,Swimming,creator_14,9,,,,,profile,,,,,,,,,,collection_outdoor,,,,,,,,
unlike_post,2025-02-08T14:10:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_30,,,,carousel,Food,Desserts,creator_24,5,,5981,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T14:10:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_85,,,,video,Food,Healthy,creator_70,3,,,,,explore,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T14:12:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_698,,video,Sports,Basketball,creator_81,9,,,6,72,search,,,,,,,,,,,true,,scrolled_away,,,,,
story_view,2025-02-08T14:13:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_187,,,photo,Adventure,Skydiving,creator_72,7,,,7,75,search,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T14:14:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_652,carousel,Food,Restaurant,creator_77,9,,,,,search,story,profile,camp_1,imp_652,brand_story,,,,,,,,,,,,,
ad_click,2025-02-08T14:16:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_793,video,Outdoor,Hiking,creator_99,3,,,,,feed,feed,external_link,camp_10,imp_793,product_demo,,,,,,,,,,,,,
like_post,2025-02-08T14:18:00Z,550e8400-e29b-41d4-a716-446655440000,post_885,,,,photo,Lifestyle,Fashion,creator_72,3,,,,,search,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T14:19:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_6,,,,video,Food,Cooking,creator_69,7,,,,,explore,,,,,,,,,,collection_food,,,,,,,,
profile_view,2025-02-08T14:21:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,photo,Food,Restaurant,creator_78,9,265,,,,profile,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T14:27:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_284,,,,photo,Food,Cooking,creator_72,9,,,,,explore,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T14:27:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_454,video,Adventure,Skydiving,creator_51,7,,,,,profile,story,external_link,camp_2,imp_454,influencer_collab,,,,,,,,,,,,,
like_post,2025-02-08T14:27:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_781,,,,photo,Adventure,Surfing,creator_55,3,,,,,profile,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T14:28:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_533,,carousel,Sports,Basketball,creator_46,10,,,20,81,search,,,,,,,,,,,true,,scrolled_away,,,,,
unlike_post,2025-02-08T14:32:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_449,,,,carousel,Beauty,Fragrance,creator_41,6,,2307,,,search,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T14:32:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_626,,,,video,Outdoor,Swimming,creator_53,3,,,,,explore,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T14:33:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_810,,carousel,Beauty,Skincare,creator_88,10,,,28,44,search,,,,,,,,,,,true,,scrolled_away,,,,,
story_view,2025-02-08T14:34:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_650,,,carousel,Beauty,Makeup,creator_73,4,,,2,83,search,,,,,,,,,,,true,,,,,,,
reel_view,2025-02-08T14:34:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_651,,photo,Food,Cooking,creator_92,4,,,7,57,profile,,,,,,,,,,,true,,watched_full,,,,,
reel_view,2025-02-08T14:34:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_769,,photo,Sports,Football,creator_63,8,,,10,87,feed,,,,,,,,,,,true,,scrolled_away,,,,,
bookmark_post,2025-02-08T14:35:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_170,,,,video,Lifestyle,Wellness,creator_49,7,,,,,search,,,,,,,,,,collection_lifestyle,,,,,,,,
like_post,2025-02-08T14:36:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_91,,,,video,Lifestyle,Travel,creator_16,9,,,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T14:36:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_384,photo,Beauty,Fragrance,creator_51,5,,,,,explore,story,profile,camp_5,imp_384,product_showcase,,,,,,,,,,,,,
like_post,2025-02-08T14:37:00Z,550e8400-e29b-41d4-a716-446655440000,post_560,,,,carousel,Lifestyle,Fashion,creator_61,7,,,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T14:38:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_941,video,Sports,Basketball,creator_30,3,,,,,feed,story,external_link,camp_9,imp_941,brand_story,,,,,,,,,,,,,
ad_click,2025-02-08T14:39:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_437,video,Lifestyle,Home,creator_3,2,,,,,search,feed,external_link,camp_3,imp_437,influencer_collab,,,,,,,,,,,,,
story_view,2025-02-08T14:41:00Z,550e8400-e29b-41d4-a716-446655440000,,story_915,,,photo,Beauty,Fragrance,creator_96,4,,,4,53,profile,,,,,,,,,,,true,,,,,,,
bookmark_post,2025-02-08T14:43:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_291,,,,photo,Outdoor,Swimming,creator_91,10,,,,,search,,,,,,,,,,collection_outdoor,,,,,,,,
bookmark_post,2025-02-08T14:45:00Z,550e8400-e29b-41d4-a716-446655440000,post_161,,,,photo,Food,Restaurant,creator_29,10,,,,,feed,,,,,,,,,,collection_food,,,,,,,,
profile_view,2025-02-08T14:46:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,carousel,Beauty,Makeup,creator_38,7,262,,,,feed,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T14:47:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_47,,,,carousel,Sports,Tennis,creator_66,10,,,,,explore,,,,,,,,,,collection_sports,,,,,,,,
bookmark_post,2025-02-08T14:48:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_35,,,,photo,Movie,Comedy,creator_77,2,,,,,search,,,,,,,,,,collection_movie,,,,,,,,
ad_click,2025-02-08T14:49:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_482,photo,Beauty,Makeup,creator_5,4,,,,,feed,story,shop,camp_10,imp_482,product_showcase,,,,,,,,,,,,,
profile_view,2025-02-08T14:49:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,photo,Beauty,Fragrance,creator_18,5,237,,,,profile,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T14:49:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_922,,carousel,Outdoor,Cycling,creator_3,2,,,16,89,explore,,,,,,,,,,,true,,skipped,,,,,
ad_click,2025-02-08T14:51:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_338,photo,Outdoor,Camping,creator_8,10,,,,,feed,feed,external_link,camp_4,imp_338,brand_story,,,,,,,,,,,,,
bookmark_post,2025-02-08T14:51:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_821,,,,photo,Sports,Tennis,creator_11,7,,,,,profile,,,,,,,,,,collection_sports,,,,,,,,
unlike_post,2025-02-08T14:53:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_36,,,,photo,Lifestyle,Fashion,creator_1,3,,2802,,,explore,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T14:53:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_148,video,Sports,Basketball,creator_29,8,,,,,feed,explore,profile,camp_1,imp_148,brand_story,,,,,,,,,,,,,
unlike_post,2025-02-08T14:53:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_393,,,,video,Beauty,Fragrance,creator_28,10,,4281,,,profile,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T14:55:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,carousel,Outdoor,Swimming,creator_26,3,162,,,,feed,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T14:55:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_151,,,,carousel,Movie,Comedy,creator_83,6,,6664,,,feed,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T14:55:00Z,550e8400-e29b-41d4-a716-446655440000,,story_967,,,carousel,Lifestyle,Travel,creator_75,10,,,11,87,profile,,,,,,,,,,,false,,,,,,,
like_post,2025-02-08T14:56:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_629,,,,carousel,Movie,Drama,creator_67,7,,,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T14:57:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_977,,,carousel,Lifestyle,Home,creator_36,2,,,9,79,explore,,,,,,,,,,,false,,,,,,,
like_post,2025-02-08T14:58:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_415,,,,video,Food,Cooking,creator_87,10,,,,,feed,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T14:58:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_508,,,,video,Lifestyle,Home,creator_66,4,,,,,profile,,,,,,,,,,collection_lifestyle,,,,,,,,
ad_click,2025-02-08T14:59:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_926,photo,Adventure,Trekking,creator_16,10,,,,,search,explore,external_link,camp_8,imp_926,product_demo,,,,,,,,,,,,,
unlike_post,2025-02-08T15:02:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_395,,,,video,Outdoor,Camping,creator_40,3,,1369,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T15:02:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_500,photo,Adventure,Trekking,creator_96,5,,,,,search,explore,profile,camp_2,imp_500,brand_story,,,,,,,,,,,,,
reel_view,2025-02-08T15:02:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_690,,carousel,Sports,Basketball,creator_29,7,,,26,43,profile,,,,,,,,,,,true,,skipped,,,,,
unlike_post,2025-02-08T15:05:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_671,,,,carousel,Lifestyle,Fashion,creator_41,9,,2601,,,search,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T15:05:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_802,,photo,Beauty,Skincare,creator_88,8,,,21,77,search,,,,,,,,,,,false,,watched_full,,,,,
unlike_post,2025-02-08T15:08:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_355,,,,carousel,Lifestyle,Home,creator_96,10,,5421,,,search,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T15:08:00Z,550e8400-e29b-41d4-a716-446655440000,,story_950,,,photo,Food,Healthy,creator_85,8,,,3,97,profile,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T15:09:00Z,550e8400-e29b-41d4-a716-446655440000,,,,ad_461,video,Lifestyle,Travel,creator_49,3,,,,,explore,feed,shop,camp_2,imp_461,brand_story,,,,,,,,,,,,,
bookmark_post,2025-02-08T15:09:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_706,,,,photo,Adventure,Surfing,creator_59,6,,,,,feed,,,,,,,,,,collection_adventure,,,,,,,,
unlike_post,2025-02-08T15:09:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_724,,,,photo,Adventure,Skydiving,creator_33,8,,1437,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T15:11:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_21,,,,video,Beauty,Skincare,creator_8,10,,,,,feed,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T15:11:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_87,,,,carousel,Adventure,Skydiving,creator_59,4,,2773,,,profile,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T15:12:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,story_169,,,carousel,Outdoor,Swimming,creator_90,5,,,12,69,profile,,,,,,,,,,,true,,,,,,,
unlike_post,2025-02-08T15:12:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_495,,,,video,Food,Restaurant,creator_75,9,,4741,,,feed,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T15:12:00Z,550e8400-e29b-41d4-a716-446655440000,post_906,,,,carousel,Movie,Action,creator_8,4,,,,,explore,,,,,,,,,,collection_movie,,,,,,,,
bookmark_post,2025-02-08T15:13:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_997,,,,video,Adventure,Surfing,creator_28,10,,,,,explore,,,,,,,,,,collection_adventure,,,,,,,,
reel_view,2025-02-08T15:14:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_215,,carousel,Outdoor,Cycling,creator_6,7,,,9,54,explore,,,,,,,,,,,false,,skipped,,,,,
like_post,2025-02-08T15:14:00Z,550e8400-e29b-41d4-a716-446655440000,post_458,,,,photo,Food,Restaurant,creator_73,6,,,,,feed,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T15:15:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_122,,,photo,Movie,Horror,creator_74,3,,,8,82,profile,,,,,,,,,,,true,,,,,,,
profile_view,2025-02-08T15:15:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,photo,Sports,Football,creator_56,6,139,,,,explore,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T15:17:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_93,,carousel,Sports,Basketball,creator_94,7,,,8,49,explore,,,,,,,,,,,true,,skipped,,,,,
reel_view,2025-02-08T15:19:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_854,,video,Lifestyle,Wellness,creator_2,10,,,30,58,search,,,,,,,,,,,true,,skipped,,,,,
bookmark_post,2025-02-08T15:20:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_834,,,,photo,Outdoor,Hiking,creator_28,4,,,,,profile,,,,,,,,,,collection_outdoor,,,,,,,,
reel_view,2025-02-08T15:20:00Z,550e8400-e29b-41d4-a716-446655440000,,,reel_840,,carousel,Food,Restaurant,creator_84,3,,,10,60,profile,,,,,,,,,,,false,,scrolled_away,,,,,
reel_view,2025-02-08T15:21:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_546,,video,Beauty,Fragrance,creator_64,8,,,6,52,profile,,,,,,,,,,,false,,watched_full,,,,,
ad_click,2025-02-08T15:22:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,ad_548,photo,Adventure,Trekking,creator_11,5,,,,,search,story,external_link,camp_1,imp_548,brand_story,,,,,,,,,,,,,
profile_view,2025-02-08T15:24:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,carousel,Lifestyle,Wellness,creator_50,8,95,,,,explore,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T15:24:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_971,,,,carousel,Lifestyle,Wellness,creator_10,8,,,,,search,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T15:25:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_340,,,,video,Beauty,Haircare,creator_32,6,,,,,feed,,,,,,,,,,collection_beauty,,,,,,,,
profile_view,2025-02-08T15:25:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,,carousel,Lifestyle,Wellness,creator_5,4,100,,,,feed,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T15:26:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,video,Food,Restaurant,creator_76,7,199,,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T15:27:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_420,video,Sports,Cricket,creator_86,8,,,,,explore,story,profile,camp_1,imp_420,limited_time_offer,,,,,,,,,,,,,
reel_view,2025-02-08T15:28:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_583,,photo,Movie,Drama,creator_36,6,,,11,67,profile,,,,,,,,,,,false,,skipped,,,,,
unlike_post,2025-02-08T15:29:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_63,,,,video,Lifestyle,Travel,creator_41,6,,3528,,,feed,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T15:29:00Z,550e8400-e29b-41d4-a716-446655440000,,,,,photo,Lifestyle,Wellness,creator_48,9,138,,,,feed,,,,,,,,,,,,,,,,,,
story_view,2025-02-08T15:30:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,story_238,,,video,Adventure,Trekking,creator_88,5,,,6,93,profile,,,,,,,,,,,true,,,,,,,
like_post,2025-02-08T15:32:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_363,,,,video,Food,Desserts,creator_23,9,,,,,feed,,,,,,,,,,,,,,,,,,
like_post,2025-02-08T15:32:00Z,550e8400-e29b-41d4-a716-446655440000,post_391,,,,photo,Food,Desserts,creator_44,3,,,,,search,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T15:34:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,reel_232,,carousel,Lifestyle,Travel,creator_82,7,,,18,40,explore,,,,,,,,,,,true,,scrolled_away,,,,,
unlike_post,2025-02-08T15:34:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_879,,,,video,Lifestyle,Travel,creator_55,7,,966,,,search,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T15:36:00Z,550e8400-e29b-41d4-a716-446655440000,post_456,,,,carousel,Beauty,Skincare,creator_55,5,,,,,feed,,,,,,,,,,collection_beauty,,,,,,,,
unlike_post,2025-02-08T15:37:00Z,550e8400-e29b-41d4-a716-446655440000,post_426,,,,carousel,Outdoor,Camping,creator_90,7,,4816,,,profile,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T15:38:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_61,,carousel,Adventure,Climbing,creator_84,4,,,12,50,feed,,,,,,,,,,,true,,watched_full,,,,,
story_view,2025-02-08T15:38:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,story_90,,,carousel,Lifestyle,Home,creator_76,9,,,4,83,search,,,,,,,,,,,true,,,,,,,
ad_click,2025-02-08T15:38:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_337,video,Sports,Basketball,creator_57,6,,,,,profile,explore,shop,camp_9,imp_337,influencer_collab,,,,,,,,,,,,,
ad_click,2025-02-08T15:40:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_689,video,Sports,Basketball,creator_94,10,,,,,profile,feed,profile,camp_4,imp_689,product_demo,,,,,,,,,,,,,
like_post,2025-02-08T15:40:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_930,,,,photo,Lifestyle,Travel,creator_79,6,,,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T15:41:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_8,photo,Outdoor,Hiking,creator_100,4,,,,,feed,explore,profile,camp_3,imp_8,brand_story,,,,,,,,,,,,,
ad_click,2025-02-08T15:41:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_552,photo,Beauty,Haircare,creator_81,3,,,,,profile,story,profile,camp_10,imp_552,limited_time_offer,,,,,,,,,,,,,
profile_view,2025-02-08T15:42:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,,video,Lifestyle,Wellness,creator_82,7,209,,,,feed,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T15:43:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,ad_488,photo,Outdoor,Cycling,creator_58,6,,,,,feed,story,external_link,camp_5,imp_488,limited_time_offer,,,,,,,,,,,,,
ad_click,2025-02-08T15:45:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_173,carousel,Movie,Comedy,creator_88,5,,,,,profile,story,shop,camp_2,imp_173,brand_story,,,,,,,,,,,,,
unlike_post,2025-02-08T15:47:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_412,,,,photo,Beauty,Fragrance,creator_50,4,,623,,,profile,,,,,,,,,,,,,,,,,,
ad_click,2025-02-08T15:48:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,,ad_129,video,Lifestyle,Travel,creator_67,9,,,,,feed,story,profile,camp_4,imp_129,brand_story,,,,,,,,,,,,,
ad_click,2025-02-08T15:49:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,ad_646,video,Beauty,Fragrance,creator_26,8,,,,,profile,feed,profile,camp_6,imp_646,limited_time_offer,,,,,,,,,,,,,
like_post,2025-02-08T15:51:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_870,,,,carousel,Beauty,Fragrance,creator_41,7,,,,,explore,,,,,,,,,,,,,,,,,,
unlike_post,2025-02-08T15:51:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,post_956,,,,carousel,Beauty,Makeup,creator_4,8,,3638,,,search,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T15:54:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,carousel,Outdoor,Camping,creator_29,8,227,,,,profile,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T15:56:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,post_192,,,,carousel,Lifestyle,Wellness,creator_83,5,,,,,profile,,,,,,,,,,collection_lifestyle,,,,,,,,
reel_view,2025-02-08T16:02:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,reel_295,,carousel,Outdoor,Cycling,creator_95,5,,,19,96,explore,,,,,,,,,,,true,,scrolled_away,,,,,
story_view,2025-02-08T16:02:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_595,,,photo,Beauty,Haircare,creator_46,4,,,11,84,explore,,,,,,,,,,,false,,,,,,,
profile_view,2025-02-08T16:02:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,photo,Sports,Cricket,creator_64,5,160,,,,search,,,,,,,,,,,,,,,,,,
reel_view,2025-02-08T16:04:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,reel_250,,carousel,Lifestyle,Home,creator_95,3,,,12,66,explore,,,,,,,,,,,true,,skipped,,,,,
bookmark_post,2025-02-08T16:06:00Z,550e8400-e29b-41d4-a716-446655440000,post_457,,,,photo,Food,Desserts,creator_27,4,,,,,profile,,,,,,,,,,collection_food,,,,,,,,
reel_view,2025-02-08T16:07:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,reel_832,,carousel,Adventure,Skydiving,creator_80,10,,,30,88,feed,,,,,,,,,,,false,,scrolled_away,,,,,
story_view,2025-02-08T16:08:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,story_20,,,carousel,Lifestyle,Wellness,creator_31,10,,,11,77,explore,,,,,,,,,,,false,,,,,,,
like_post,2025-02-08T16:08:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,post_134,,,,photo,Sports,Football,creator_27,6,,,,,feed,,,,,,,,,,,,,,,,,,
bookmark_post,2025-02-08T16:08:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,post_396,,,,carousel,Lifestyle,Fashion,creator_96,3,,,,,profile,,,,,,,,,,collection_lifestyle,,,,,,,,
profile_view,2025-02-08T16:09:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,,,video,Food,Cooking,creator_52,3,112,,,,explore,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T16:10:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,,,photo,Beauty,Makeup,creator_24,2,205,,,,explore,,,,,,,,,,,,,,,,,,
profile_view,2025-02-08T16:10:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,,,carousel,Sports,Basketball,creator_76,10,249,,,,explore,,,,,,,,,,,,,,,,,,
