event_type,timestamp,userId,pageType,slug,productId,skuId,quantity,source,category,subcategory,search_term,results_count
plp_page_view,2025-02-08T16:32:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,shorts,,,,,Fashion,Casual,,
pdp_page_view,2025-02-08T16:32:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,body-mist,prod_4288,,,email,Beauty,Fragrance,,
plp_page_view,2025-02-08T16:34:00Z,550e8400-e29b-41d4-a716-446655440000,plp,foundation,,,,,Beauty,Makeup,,
add_to_wishlist,2025-02-08T16:35:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_6262,prod_6262_sku_817,2,direct,Beauty,Haircare,,
remove_from_wishlist,2025-02-08T16:35:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_1897,prod_1897_sku_487,1,email,Beauty,Skincare,,
remove_from_cart,2025-02-08T16:35:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_9981,prod_9981_sku_951,3,facebook_ad,Sports,Accessories,,
pdp_page_view,2025-02-08T16:38:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,perfume,prod_7688,,,email,Beauty,Fragrance,,
add_to_wishlist,2025-02-08T16:38:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_7849,prod_7849_sku_975,1,social_media,Fashion,Formal,,
add_to_cart,2025-02-08T16:39:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_9288,prod_9288_sku_421,3,instagram_ad,Sports,Footwear,,
plp_page_view,2025-02-08T16:39:00Z,550e8400-e29b-41d4-a716-446655440000,plp,deodorant,,,,,Beauty,Fragrance,,
pdp_page_view,2025-02-08T16:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,shirts,prod_2229,,,direct,Fashion,Formal,,
home_page_view,2025-02-08T16:42:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
pdp_page_view,2025-02-08T16:42:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,bags,prod_4002,,,direct,Fashion,Accessories,,
checkout_initiated_item_level,2025-02-08T16:42:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_2531,prod_2531_sku_252,1,google_ad,Beauty,Haircare,,
add_to_cart,2025-02-08T16:42:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_2500,prod_2500_sku_630,3,direct,Adventure,Adventure_Equipment,,
pdp_page_view,2025-02-08T16:43:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,sports-bottle,prod_7467,,,instagram_ad,Sports,Accessories,,
add_to_cart,2025-02-08T16:44:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_2250,prod_2250_sku_346,3,google_ad,Fashion,Ethnic,,
remove_from_cart,2025-02-08T16:44:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_8916,prod_8916_sku_521,3,direct,Sports,Footwear,,
add_to_wishlist,2025-02-08T16:47:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_3248,prod_3248_sku_305,2,social_media,Beauty,Skincare,,
plp_page_view,2025-02-08T16:50:00Z,550e8400-e29b-41d4-a716-446655440000,plp,weights,,,,,Fitness,Equipment,,
search_page_view,2025-02-08T16:51:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,lehengas,20
plp_page_view,2025-02-08T16:51:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,exercise-bike,,,,,Fitness,Equipment,,
remove_from_wishlist,2025-02-08T16:52:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_1792,prod_1792_sku_144,2,website_nav,Fitness,Equipment,,
add_to_cart,2025-02-08T16:55:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_3070,prod_3070_sku_641,2,social_media,Beauty,Skincare,,
add_to_cart,2025-02-08T16:55:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_1324,prod_1324_sku_994,2,facebook_ad,Fitness,Wearables,,
plp_page_view,2025-02-08T16:55:00Z,550e8400-e29b-41d4-a716-446655440000,plp,hair-oil,,,,,Beauty,Haircare,,
home_page_view,2025-02-08T16:55:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
add_to_cart,2025-02-08T16:55:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_1306,prod_1306_sku_878,3,direct,Wellness,Wellness_Wearables,,
add_to_cart,2025-02-08T16:58:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_7763,prod_7763_sku_665,2,direct,Fashion,Formal,,
pdp_page_view,2025-02-08T16:58:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,shorts,prod_1796,,,direct,Fashion,Casual,,
checkout_initiated_item_level,2025-02-08T17:00:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_5432,prod_5432_sku_496,2,direct,Fashion,Ethnic,,
add_to_cart,2025-02-08T17:03:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_9541,prod_9541_sku_539,1,instagram_ad,Fitness,Equipment,,
pdp_page_view,2025-02-08T17:03:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,shampoo,prod_3949,,,facebook_ad,Beauty,Haircare,,
search_page_view,2025-02-08T17:07:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,stretch-bands,37
remove_from_cart,2025-02-08T17:08:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_8728,prod_8728_sku_250,3,facebook_ad,Fitness,Supplements,,
search_page_view,2025-02-08T17:10:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,moisturizer,48
add_to_cart,2025-02-08T17:10:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_9884,prod_9884_sku_210,3,facebook_ad,Fitness,Wearables,,
plp_page_view,2025-02-08T17:12:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,protection-guard,,,,,Adventure,Adventure_Wearables,,
plp_page_view,2025-02-08T17:12:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,running-shoes,,,,,Sports,Footwear,,
pdp_page_view,2025-02-08T17:14:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,stretch-bands,prod_8160,,,instagram_ad,Wellness,Wellness_Equipment,,
plp_page_view,2025-02-08T17:17:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,smartwatch,,,,,Fitness,Wearables,,
pdp_page_view,2025-02-08T17:19:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,yoga-mat,prod_8709,,,google_ad,Wellness,Wellness_Equipment,,
pdp_page_view,2025-02-08T17:21:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,lipstick,prod_4750,,,instagram_ad,Beauty,Makeup,,
plp_page_view,2025-02-08T17:21:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,perfume,,,,,Beauty,Fragrance,,
home_page_view,2025-02-08T17:24:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
plp_page_view,2025-02-08T17:25:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,lipstick,,,,,Beauty,Makeup,,
home_page_view,2025-02-08T17:26:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
home_page_view,2025-02-08T17:26:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
plp_page_view,2025-02-08T17:27:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,moisturizer,,,,,Beauty,Skincare,,
plp_page_view,2025-02-08T17:27:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,foundation,,,,,Beauty,Makeup,,
plp_page_view,2025-02-08T17:28:00Z,550e8400-e29b-41d4-a716-446655440000,plp,foundation,,,,,Beauty,Makeup,,
add_to_cart,2025-02-08T17:28:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_7670,prod_7670_sku_478,2,website_nav,Beauty,Makeup,,
add_to_cart,2025-02-08T17:29:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_6758,prod_6758_sku_920,1,instagram_ad,Sports,Footwear,,
home_page_view,2025-02-08T17:30:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
pdp_page_view,2025-02-08T17:31:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,perfume,prod_6292,,,facebook_ad,Beauty,Fragrance,,
pdp_page_view,2025-02-08T17:31:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,lehengas,prod_3139,,,google_ad,Fashion,Ethnic,,
add_to_wishlist,2025-02-08T17:32:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_3518,prod_3518_sku_774,3,email,Fashion,Accessories,,
pdp_page_view,2025-02-08T17:32:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,lipstick,prod_8797,,,google_ad,Beauty,Makeup,,
pdp_page_view,2025-02-08T17:32:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,lehengas,prod_9755,,,instagram_ad,Fashion,Ethnic,,
home_page_view,2025-02-08T17:33:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
pdp_page_view,2025-02-08T17:35:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,smartwatch,prod_2936,,,facebook_ad,Fitness,Wearables,,
remove_from_wishlist,2025-02-08T17:36:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_3504,prod_3504_sku_297,1,email,Fashion,Casual,,
plp_page_view,2025-02-08T17:37:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,lipstick,,,,,Beauty,Makeup,,
plp_page_view,2025-02-08T17:38:00Z,550e8400-e29b-41d4-a716-446655440000,plp,treadmill,,,,,Fitness,Equipment,,
add_to_cart,2025-02-08T17:38:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_4668,prod_4668_sku_485,2,facebook_ad,Adventure,Adventure_Equipment,,
checkout_initiated_item_level,2025-02-08T17:40:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_4624,prod_4624_sku_853,3,instagram_ad,Fashion,Casual,,
add_to_cart,2025-02-08T17:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_5488,prod_5488_sku_885,3,instagram_ad,Beauty,Haircare,,
pdp_page_view,2025-02-08T17:42:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,sports-bra,prod_3675,,,facebook_ad,Wellness,Wellness_Wearables,,
add_to_cart,2025-02-08T17:42:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_1540,prod_1540_sku_852,1,website_nav,Sports,Footwear,,
home_page_view,2025-02-08T17:44:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
home_page_view,2025-02-08T17:46:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
plp_page_view,2025-02-08T17:47:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,bags,,,,,Fashion,Accessories,,
remove_from_cart,2025-02-08T17:48:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_5212,prod_5212_sku_258,3,direct,Beauty,Haircare,,
home_page_view,2025-02-08T17:48:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
home_page_view,2025-02-08T17:50:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
plp_page_view,2025-02-08T17:52:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,foundation,,,,,Beauty,Makeup,,
pdp_page_view,2025-02-08T17:53:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,protein-powder,prod_3755,,,google_ad,Fitness,Supplements,,
plp_page_view,2025-02-08T17:53:00Z,550e8400-e29b-41d4-a716-446655440000,plp,perfume,,,,,Beauty,Fragrance,,
pdp_page_view,2025-02-08T17:54:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,sports-bottle,prod_9601,,,social_media,Sports,Accessories,,
pdp_page_view,2025-02-08T17:54:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,sports-bra,prod_9452,,,website_nav,Wellness,Wellness_Wearables,,
checkout_complete_item_level,2025-02-08T17:55:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_8676,prod_8676_sku_613,3,website_nav,Adventure,Adventure_Wearables,,
add_to_cart,2025-02-08T17:56:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_2050,prod_2050_sku_217,1,website_nav,Sports,Accessories,,
add_to_wishlist,2025-02-08T18:01:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_7544,prod_7544_sku_232,1,social_media,Sports,Footwear,,
add_to_cart,2025-02-08T18:01:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_4557,prod_4557_sku_979,1,direct,Fashion,Formal,,
plp_page_view,2025-02-08T18:02:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,smartwatch,,,,,Fitness,Wearables,,
search_page_view,2025-02-08T18:02:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,weights,43
plp_page_view,2025-02-08T18:03:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,eyeliner,,,,,Beauty,Makeup,,
remove_from_wishlist,2025-02-08T18:03:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_9278,prod_9278_sku_620,2,social_media,Beauty,Skincare,,
plp_page_view,2025-02-08T18:05:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,lehengas,,,,,Fashion,Ethnic,,
home_page_view,2025-02-08T18:05:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
home_page_view,2025-02-08T18:05:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
search_page_view,2025-02-08T18:06:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,bench,45
home_page_view,2025-02-08T18:06:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
add_to_cart,2025-02-08T18:07:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_3181,prod_3181_sku_365,2,direct,Fashion,Accessories,,
pdp_page_view,2025-02-08T18:07:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,yoga-pants,prod_6254,,,website_nav,Wellness,Wellness_Wearables,,
pdp_page_view,2025-02-08T18:08:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,jeans,prod_1895,,,direct,Fashion,Casual,,
plp_page_view,2025-02-08T18:09:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,track-pants,,,,,Sports,Apparel,,
search_page_view,2025-02-08T18:10:00Z,550e8400-e29b-41d4-a716-446655440000,search,,,,,,,,t-shirts,50
pdp_page_view,2025-02-08T18:13:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,t-shirts,prod_3654,,,google_ad,Fashion,Casual,,
pdp_page_view,2025-02-08T18:13:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,lehengas,prod_4100,,,instagram_ad,Fashion,Ethnic,,
home_page_view,2025-02-08T18:14:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
home_page_view,2025-02-08T18:14:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
checkout_initiated_item_level,2025-02-08T18:15:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_4062,prod_4062_sku_411,1,instagram_ad,Fitness,Equipment,,
add_to_cart,2025-02-08T18:15:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_8289,prod_8289_sku_348,1,facebook_ad,Wellness,Wellness_Equipment,,
pdp_page_view,2025-02-08T18:15:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,toner,prod_6379,,,direct,Beauty,Skincare,,
plp_page_view,2025-02-08T18:16:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,plp,energy-drinks,,,,,Fitness,Supplements,,
add_to_cart,2025-02-08T18:16:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_8053,prod_8053_sku_244,1,direct,Beauty,Fragrance,,
share_product_click,2025-02-08T18:17:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_3174,prod_3174_sku_161,1,social_media,Sports,Equipment,,
plp_page_view,2025-02-08T18:18:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,exercise-bike,,,,,Fitness,Equipment,,
checkout_initiated_item_level,2025-02-08T18:18:00Z,550e8400-e29b-41d4-a716-446655440000,,,prod_1685,prod_1685_sku_975,1,direct,Fashion,Ethnic,,
pdp_page_view,2025-02-08T18:18:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,hair-oil,prod_5306,,,facebook_ad,Beauty,Haircare,,
add_to_cart,2025-02-08T18:21:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_7613,prod_7613_sku_133,2,email,Beauty,Haircare,,
pdp_page_view,2025-02-08T18:22:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,foundation,prod_3317,,,instagram_ad,Beauty,Makeup,,
remove_from_cart,2025-02-08T18:23:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_8943,prod_8943_sku_948,3,facebook_ad,Sports,Accessories,,
pdp_page_view,2025-02-08T18:24:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,perfume,prod_7189,,,direct,Beauty,Fragrance,,
plp_page_view,2025-02-08T18:25:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,plp,sports-bra,,,,,Wellness,Wellness_Wearables,,
checkout_complete_item_level,2025-02-08T18:27:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,,,prod_7797,prod_7797_sku_835,3,website_nav,Fitness,Wearables,,
search_page_view,2025-02-08T18:28:00Z,550e8400-e29b-41d4-a716-446655440000,search,,,,,,,,hair-oil,36
search_page_view,2025-02-08T18:29:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,sports-bra,6
home_page_view,2025-02-08T18:30:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
pdp_page_view,2025-02-08T18:30:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,torch,prod_8588,,,instagram_ad,Adventure,Adventure_Equipment,,
home_page_view,2025-02-08T18:32:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
pdp_page_view,2025-02-08T18:32:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,energy-drinks,prod_6804,,,instagram_ad,Fitness,Supplements,,
plp_page_view,2025-02-08T18:34:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,protein-powder,,,,,Fitness,Supplements,,
home_page_view,2025-02-08T18:35:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,home_page,,,,,,,,,
pdp_page_view,2025-02-08T18:35:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,resistance-bands,prod_2596,,,social_media,Sports,Equipment,,
pdp_page_view,2025-02-08T18:35:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,rope,prod_1622,,,facebook_ad,Adventure,Adventure_Equipment,,
pdp_page_view,2025-02-08T18:36:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,shorts,prod_9206,,,google_ad,Fashion,Casual,,
pdp_page_view,2025-02-08T18:36:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,t-shirts,prod_4820,,,facebook_ad,Fashion,Casual,,
plp_page_view,2025-02-08T18:36:00Z,550e8400-e29b-41d4-a716-446655440000,plp,weights,,,,,Fitness,Equipment,,
home_page_view,2025-02-08T18:37:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
add_to_cart,2025-02-08T18:39:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_9318,prod_9318_sku_607,1,google_ad,Adventure,Adventure_Equipment,,
checkout_initiated_item_level,2025-02-08T18:39:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_9714,prod_9714_sku_690,3,social_media,Wellness,Wellness_Wearables,,
search_page_view,2025-02-08T18:41:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,search,,,,,,,,bags,34
pdp_page_view,2025-02-08T18:41:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,sports-sandals,prod_3255,,,instagram_ad,Sports,Footwear,,
plp_page_view,2025-02-08T18:43:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,jersey,,,,,Sports,Apparel,,
home_page_view,2025-02-08T18:43:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
home_page_view,2025-02-08T18:43:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
pdp_page_view,2025-02-08T18:44:00Z,550e8400-e29b-41d4-a716-446655440000,pdp,perfume,prod_1731,,,website_nav,Beauty,Fragrance,,
search_page_view,2025-02-08T18:45:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,scarves,16
checkout_initiated_item_level,2025-02-08T18:46:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_8675,prod_8675_sku_641,1,instagram_ad,Fashion,Casual,,
plp_page_view,2025-02-08T18:46:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,foundation,,,,,Beauty,Makeup,,
home_page_view,2025-02-08T18:46:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,home_page,,,,,,,,,
checkout_complete_item_level,2025-02-08T18:46:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_5987,prod_5987_sku_249,1,direct,Fashion,Casual,,
checkout_complete_item_level,2025-02-08T18:47:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_1843,prod_1843_sku_946,2,direct,Sports,Accessories,,
checkout_complete_item_level,2025-02-08T18:47:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,,,prod_4917,prod_4917_sku_811,3,facebook_ad,Beauty,Haircare,,
plp_page_view,2025-02-08T18:48:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,torch,,,,,Adventure,Adventure_Equipment,,
add_to_cart,2025-02-08T18:50:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,,,prod_2146,prod_2146_sku_794,1,website_nav,Beauty,Fragrance,,
pdp_page_view,2025-02-08T18:50:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,pdp,sports-bra,prod_2152,,,instagram_ad,Wellness,Wellness_Wearables,,
plp_page_view,2025-02-08T18:51:00Z,550e8400-e29b-41d4-a716-446655440000,plp,perfume,,,,,Beauty,Fragrance,,
home_page_view,2025-02-08T18:51:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
add_to_cart,2025-02-08T18:52:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_4435,prod_4435_sku_591,3,facebook_ad,Fashion,Accessories,,
plp_page_view,2025-02-08T18:56:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,trousers,,,,,Fashion,Formal,,
search_page_view,2025-02-08T18:57:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,search,,,,,,,,running-shoes,30
plp_page_view,2025-02-08T18:57:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,plp,sports-bra,,,,,Wellness,Wellness_Wearables,,
pdp_page_view,2025-02-08T18:57:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,perfume,prod_5563,,,email,Beauty,Fragrance,,
pdp_page_view,2025-02-08T18:59:00Z,4j5k6l7m-8n9o-0p1q-2r3s-abcdef012345,pdp,yoga-pants,prod_7598,,,website_nav,Wellness,Wellness_Wearables,,
pdp_page_view,2025-02-08T19:02:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,torch,prod_4457,,,social_media,Adventure,Adventure_Equipment,,
add_to_cart,2025-02-08T19:03:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_1651,prod_1651_sku_927,1,direct,Sports,Accessories,,
home_page_view,2025-02-08T19:05:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
home_page_view,2025-02-08T19:06:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
pdp_page_view,2025-02-08T19:07:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,yoga-mat,prod_1386,,,instagram_ad,Sports,Equipment,,
search_page_view,2025-02-08T19:09:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,sarees,50
home_page_view,2025-02-08T19:10:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,home_page,,,,,,,,,
pdp_page_view,2025-02-08T19:11:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,protection-guard,prod_5486,,,email,Adventure,Adventure_Wearables,,
pdp_page_view,2025-02-08T19:12:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,pdp,weights,prod_5484,,,social_media,Fitness,Equipment,,
home_page_view,2025-02-08T19:14:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
home_page_view,2025-02-08T19:14:00Z,550e8400-e29b-41d4-a716-446655440000,home_page,,,,,,,,,
add_to_cart,2025-02-08T19:15:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,,,prod_6785,prod_6785_sku_492,3,website_nav,Fitness,Wearables,,
home_page_view,2025-02-08T19:15:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,home_page,,,,,,,,,
search_page_view,2025-02-08T19:16:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,search,,,,,,,,skiing-trunks,26
pdp_page_view,2025-02-08T19:19:00Z,3g4h5i6j-7k8l-9m0n-1o2p-789abcdef012,pdp,resistance-bands,prod_1125,,,direct,Sports,Equipment,,
search_page_view,2025-02-08T19:19:00Z,2f3e4d5c-6b7a-8c9d-0e1f-456789abcdef,search,,,,,,,,yoga-pants,13
plp_page_view,2025-02-08T19:19:00Z,91a3b7c8-d4e5-4f6g-8h9i-123456789abc,plp,shorts,,,,,Sports,Apparel,,
